±Ç×Ó,ÓÒÑÛ,×óÑÛ,ÓÒ¶ú,×ó¶ú,ÓÒ¼ç,×ó¼ç,ÓÒÖâ,×óÖâ,ÓÒÊÖ,×óÊÖ,ÓÒ¿è,×ó¿è,ÓÒÏ¥¸Ç,×óÏ¥¸Ç,ÓÒ½Åõ×,×ó½Åõ×
"[395.38702392578125, 400.2557067871094]","[405.9700927734375, 389.6726379394531]","[379.5124206542969, 389.6726379394531]","[421.8447265625, 400.2557067871094]","[363.6377868652344, 405.5472412109375]","[458.8854675292969, 479.6287841796875]","[337.18011474609375, 484.9203186035156]","[517.0924072265625, 532.544189453125]","[278.9731750488281, 564.2933959960938]","[585.8823852539062, 521.9611206054688]","[204.89161682128906, 569.5849609375]","[437.7193298339844, 664.8326416015625]","[358.3462829589844, 664.8326416015625]","[427.1362609863281, 786.5380249023438]","[363.6377868652344, 781.2465209960938]","[416.5531921386719, 902.9518432617188]","[363.6377868652344, 908.243408203125]"
"[392.9316101074219, 373.3994140625]","[403.0931396484375, 363.23785400390625]","[377.6893005371094, 368.3186340332031]","[418.33544921875, 373.3994140625]","[362.4469909667969, 378.48016357421875]","[453.9008483886719, 454.6917419433594]","[337.0431213378906, 464.8533020019531]","[509.789306640625, 525.8225708007812]","[286.2354431152344, 546.1455688476562]","[586.0009155273438, 530.9032592773438]","[220.1853790283203, 576.6302490234375]","[443.73931884765625, 642.6802368164062]","[357.3662109375, 642.6802368164062]","[433.5777587890625, 769.6995239257812]","[362.4469909667969, 769.6995239257812]","[423.4162292480469, 901.7994995117188]","[362.4469909667969, 901.7994995117188]"
"[390.1477355957031, 356.93023681640625]","[400.7596130371094, 346.3183288574219]","[379.5357971191406, 346.3183288574219]","[421.9834289550781, 356.93023681640625]","[363.6179504394531, 362.2362060546875]","[459.1251220703125, 436.5195617675781]","[337.0881652832031, 441.82550048828125]","[506.8786926269531, 510.80291748046875]","[294.64056396484375, 537.3327026367188]","[575.8561401367188, 542.6386108398438]","[230.9690704345703, 579.7803344726562]","[437.9012756347656, 622.2279663085938]","[358.3119812011719, 622.2279663085938]","[432.5953674316406, 754.8767700195312]","[363.6179504394531, 760.1828002929688]","[421.9834289550781, 898.1375122070312]","[363.6179504394531, 898.1375122070312]"
"[390.1749267578125, 340.5897216796875]","[405.9385070800781, 330.0806579589844]","[379.66583251953125, 330.0806579589844]","[421.70208740234375, 340.5897216796875]","[363.9022521972656, 345.84423828125]","[458.48382568359375, 419.40771484375]","[337.62957763671875, 429.9167785644531]","[505.77459716796875, 503.480224609375]","[300.8478698730469, 524.4983520507812]","[563.574462890625, 550.7710571289062]","[248.30252075195312, 577.0436401367188]","[442.7202453613281, 613.8253784179688]","[363.9022521972656, 613.8253784179688]","[432.211181640625, 750.4432373046875]","[369.1567687988281, 755.69775390625]","[426.9566345214844, 881.8065185546875]","[369.1567687988281, 881.8065185546875]"
"[394.7872619628906, 325.81756591796875]","[404.8825378417969, 315.7222900390625]","[379.6443176269531, 315.7222900390625]","[425.0731506347656, 330.865234375]","[364.5013732910156, 330.865234375]","[455.3590393066406, 406.5799560546875]","[339.26312255859375, 416.6752624511719]","[500.78790283203125, 497.4376220703125]","[308.97723388671875, 512.58056640625]","[561.3596801757812, 552.9617919921875]","[263.54840087890625, 563.0570678710938]","[440.2160949707031, 588.2952880859375]","[364.5013732910156, 588.2952880859375]","[435.1684265136719, 719.5341796875]","[369.54901123046875, 719.5341796875]","[420.0254821777344, 850.7730102539062]","[379.6443176269531, 845.725341796875]"
"[390.96514892578125, 321.62457275390625]","[405.92431640625, 311.65179443359375]","[380.99237060546875, 311.65179443359375]","[425.8699035644531, 321.62457275390625]","[366.033203125, 326.6109619140625]","[460.7746276855469, 401.4068298339844]","[341.10125732421875, 411.3796081542969]","[495.6793518066406, 496.1482238769531]","[311.18292236328125, 506.1210021972656]","[545.5432739257812, 546.0121459960938]","[266.305419921875, 560.9713134765625]","[440.8290710449219, 565.9577026367188]","[366.033203125, 565.9577026367188]","[435.8426818847656, 690.6173706054688]","[376.0059814453125, 685.6310424804688]","[415.8970947265625, 820.2636108398438]","[385.978759765625, 805.3043823242188]"
"[393.09332275390625, 318.5962829589844]","[403.06231689453125, 308.6272888183594]","[378.13983154296875, 313.6117858886719]","[427.98480224609375, 323.580810546875]","[363.18634033203125, 328.5653076171875]","[462.8763427734375, 403.33282470703125]","[343.2483215332031, 408.31732177734375]","[497.76788330078125, 498.038330078125]","[313.34130859375, 503.0228271484375]","[547.6128540039062, 547.8833618164062]","[268.4808044433594, 557.8523559570312]","[442.9383544921875, 567.8213500976562]","[363.18634033203125, 572.8058471679688]","[432.9693603515625, 697.4183349609375]","[378.13983154296875, 692.433837890625]","[413.03131103515625, 807.077392578125]","[393.09332275390625, 787.139404296875]"
"[390.16827392578125, 325.0748291015625]","[400.28631591796875, 309.897705078125]","[380.0501708984375, 314.95672607421875]","[425.5815734863281, 320.01580810546875]","[364.873046875, 325.0748291015625]","[460.9948425292969, 395.90142822265625]","[344.63690185546875, 406.01953125]","[496.4081115722656, 492.023193359375]","[314.2826232910156, 497.082275390625]","[546.9985961914062, 537.5545654296875]","[268.7512512207031, 542.6136474609375]","[440.7586975097656, 572.9678955078125]","[364.873046875, 572.9678955078125]","[430.6405944824219, 699.4439086914062]","[374.99114990234375, 699.4439086914062]","[415.46343994140625, 810.7427978515625]","[390.16827392578125, 795.5657348632812]"
"[392.60565185546875, 331.66448974609375]","[402.7218017578125, 316.490234375]","[377.431396484375, 321.54833984375]","[422.9541320800781, 326.6064147949219]","[362.25714111328125, 331.66448974609375]","[458.3607482910156, 402.4776611328125]","[347.0828857421875, 407.5357360839844]","[498.8253479003906, 493.52313232421875]","[316.73443603515625, 498.5812072753906]","[559.5223999023438, 528.9297485351562]","[266.1535949707031, 533.98779296875]","[443.1864929199219, 579.5105590820312]","[362.25714111328125, 579.5105590820312]","[433.0703430175781, 711.0206909179688]","[372.373291015625, 705.9625854492188]","[417.8960876464844, 837.47265625]","[382.489501953125, 817.2404174804688]"
"[388.79669189453125, 337.1087646484375]","[403.84222412109375, 327.0784606933594]","[378.76641845703125, 327.0784606933594]","[423.90283203125, 332.0936279296875]","[363.720947265625, 342.1239318847656]","[459.0089111328125, 407.3209533691406]","[343.66033935546875, 417.35125732421875]","[499.130126953125, 482.54827880859375]","[313.56939697265625, 497.59375]","[564.3271484375, 512.6392211914062]","[253.38751220703125, 527.6846923828125]","[443.96343994140625, 582.8513793945312]","[368.736083984375, 582.8513793945312]","[433.93310546875, 723.2757568359375]","[368.736083984375, 723.2757568359375]","[418.88763427734375, 853.6697387695312]","[373.75128173828125, 848.654541015625]"
"[388.80419921875, 347.654052734375]","[400.2332763671875, 336.2249755859375]","[377.3751525878906, 336.2249755859375]","[423.0914001464844, 347.654052734375]","[360.2315673828125, 347.654052734375]","[451.6640319824219, 416.2283935546875]","[343.0880126953125, 433.3719482421875]","[508.8092956542969, 496.23175048828125]","[303.0863037109375, 513.3753051757812]","[577.3836059570312, 496.23175048828125]","[240.22650146484375, 519.0899047851562]","[445.9494934082031, 587.6641845703125]","[365.94610595703125, 593.3787231445312]","[428.805908203125, 736.2418823242188]","[365.94610595703125, 736.2418823242188]","[417.3768615722656, 867.6759643554688]","[365.94610595703125, 867.6759643554688]"
"[387.4420166015625, 365.041259765625]","[403.45843505859375, 354.3636474609375]","[376.7643737792969, 354.3636474609375]","[419.4748840332031, 365.041259765625]","[360.7479553222656, 365.041259765625]","[456.8465881347656, 434.4458312988281]","[339.3927001953125, 445.12347412109375]","[515.573486328125, 503.85040283203125]","[296.68218994140625, 525.2056274414062]","[590.3168334960938, 487.8339538574219]","[221.9387664794922, 514.5280151367188]","[440.8301086425781, 605.287841796875]","[366.0867614746094, 605.287841796875]","[430.1524963378906, 749.435791015625]","[366.0867614746094, 754.7745971679688]","[424.8136901855469, 882.9060668945312]","[371.4255676269531, 888.244873046875]"
"[392.10162353515625, 388.6327209472656]","[401.9535827636719, 373.85479736328125]","[377.3236999511719, 378.78076171875]","[421.6574401855469, 383.70672607421875]","[362.5457458496094, 388.6327209472656]","[461.0652770996094, 452.67041015625]","[342.84185791015625, 467.44830322265625]","[520.1769409179688, 511.7821044921875]","[288.6561279296875, 536.4119873046875]","[598.9925537109375, 477.3002624511719]","[209.8404998779297, 511.7821044921875]","[436.4353942871094, 630.0055541992188]","[362.5457458496094, 630.0055541992188]","[426.58343505859375, 767.9328002929688]","[367.47174072265625, 767.9328002929688]","[426.58343505859375, 891.0821533203125]","[372.397705078125, 896.0081787109375]"
"[391.82391357421875, 405.6732177734375]","[401.41656494140625, 391.2843017578125]","[377.43499755859375, 396.0805969238281]","[420.6017761230469, 400.87689208984375]","[363.04608154296875, 405.6732177734375]","[463.7685852050781, 472.8215637207031]","[339.0645446777344, 487.21051025390625]","[530.9169311523438, 520.78466796875]","[276.7124938964844, 544.7662353515625]","[602.861572265625, 477.6178894042969]","[204.76780700683594, 520.78466796875]","[439.78704833984375, 645.4887084960938]","[358.249755859375, 645.4887084960938]","[425.3981018066406, 774.9890747070312]","[363.04608154296875, 774.9890747070312]","[425.3981018066406, 894.8967895507812]","[372.6387023925781, 894.8967895507812]"
"[388.3214416503906, 411.91693115234375]","[403.09246826171875, 402.069580078125]","[378.4740905761719, 402.069580078125]","[422.78717041015625, 411.91693115234375]","[363.70306396484375, 416.84063720703125]","[462.17657470703125, 485.7720642089844]","[339.0846862792969, 490.69573974609375]","[526.184326171875, 530.0851440429688]","[275.076904296875, 554.7035522460938]","[600.0394287109375, 480.848388671875]","[201.2217559814453, 530.0851440429688]","[437.5581970214844, 658.1006469726562]","[358.7793884277344, 658.1006469726562]","[427.7108459472656, 781.1925659179688]","[363.70306396484375, 781.1925659179688]","[422.78717041015625, 894.4370727539062]","[373.5504150390625, 899.3607788085938]"
"[391.8044128417969, 408.76617431640625]","[402.16558837890625, 398.40496826171875]","[376.2626037597656, 398.40496826171875]","[422.8879699707031, 408.76617431640625]","[365.90142822265625, 408.76617431640625]","[459.15216064453125, 481.2945251464844]","[339.9984130859375, 486.4751281738281]","[521.3193359375, 527.9198608398438]","[283.0118713378906, 553.8229370117188]","[593.84765625, 486.4751281738281]","[205.30287170410156, 538.2810668945312]","[438.4297790527344, 652.2542114257812]","[360.7207946777344, 657.434814453125]","[428.0685729980469, 776.5885620117188]","[365.90142822265625, 776.5885620117188]","[417.7073669433594, 895.7423095703125]","[371.0820007324219, 895.7423095703125]"
"[389.0138854980469, 393.280029296875]","[399.32421875, 382.9696960449219]","[378.7035217285156, 382.9696960449219]","[419.9449157714844, 388.1248779296875]","[363.2380065917969, 393.280029296875]","[456.0311279296875, 465.4525146484375]","[337.4621276855469, 470.607666015625]","[523.0484619140625, 522.1593627929688]","[285.910400390625, 547.9352416992188]","[590.065673828125, 496.3835144042969]","[213.73793029785156, 547.9352416992188]","[435.4104309082031, 635.5732421875]","[358.08282470703125, 640.7284545898438]","[430.2552490234375, 764.4525756835938]","[363.2380065917969, 764.4525756835938]","[425.10009765625, 893.3319702148438]","[368.3931884765625, 898.4871215820312]"
"[392.18817138671875, 372.5057373046875]","[402.31640625, 362.3775329589844]","[376.9958801269531, 362.3775329589844]","[422.57281494140625, 367.441650390625]","[366.86767578125, 372.5057373046875]","[452.95745849609375, 443.4031982421875]","[341.5471496582031, 448.46734619140625]","[513.7266845703125, 514.3006591796875]","[290.9060974121094, 529.4929809570312]","[584.6242065429688, 509.236572265625]","[225.0727081298828, 554.8135375976562]","[442.8292541503906, 630.7750854492188]","[356.73944091796875, 630.7750854492188]","[432.7010192871094, 762.4418334960938]","[356.73944091796875, 762.4418334960938]","[422.57281494140625, 889.04443359375]","[366.86767578125, 894.1084594726562]"
"[389.14141845703125, 354.9881591796875]","[400.08905029296875, 344.04052734375]","[378.1937255859375, 349.51434326171875]","[421.98431396484375, 349.51434326171875]","[367.24609375, 354.9881591796875]","[454.82720947265625, 426.1478271484375]","[339.87701416015625, 437.095458984375]","[504.09161376953125, 508.255126953125]","[296.08642578125, 519.2028198242188]","[575.251220703125, 524.6765747070312]","[235.87440490722656, 552.0457153320312]","[438.40576171875, 623.2053833007812]","[356.2984619140625, 628.6791381835938]","[432.93194580078125, 749.1032104492188]","[361.77227783203125, 754.5769653320312]","[427.4581298828125, 875.0010375976562]","[367.24609375, 885.9486694335938]"
"[390.84088134765625, 340.6622314453125]","[405.70831298828125, 330.7505798339844]","[380.9292297363281, 330.7505798339844]","[425.5315856933594, 335.7064208984375]","[366.0617980957031, 340.6622314453125]","[460.2222595214844, 410.04364013671875]","[336.326904296875, 419.95526123046875]","[499.8687744140625, 499.248291015625]","[301.63623046875, 514.11572265625]","[564.2943725585938, 533.9390258789062]","[242.16641235351562, 558.7180786132812]","[440.3990173339844, 603.3203735351562]","[356.1501770019531, 603.3203735351562]","[430.4873962402344, 737.1273803710938]","[366.0617980957031, 737.1273803710938]","[425.5315856933594, 861.0226440429688]","[371.0176086425781, 856.0668334960938]"
"[395.4465637207031, 330.40478515625]","[405.3304748535156, 320.5208740234375]","[380.6206970214844, 320.5208740234375]","[425.09832763671875, 325.46282958984375]","[365.7947998046875, 330.40478515625]","[459.6920166015625, 404.5342102050781]","[341.0849914550781, 409.4761657714844]","[499.22772216796875, 493.4894714355469]","[301.54931640625, 498.43145751953125]","[558.53125, 533.025146484375]","[252.1297149658203, 552.7930297851562]","[444.86614990234375, 582.4447631835938]","[360.85284423828125, 582.4447631835938]","[434.98223876953125, 710.9356689453125]","[370.73675537109375, 710.9356689453125]","[425.09832763671875, 829.542724609375]","[370.73675537109375, 824.6007080078125]"
"[394.50390625, 322.20989990234375]","[404.36456298828125, 312.34918212890625]","[379.71282958984375, 312.34918212890625]","[424.0859680175781, 322.20989990234375]","[364.92181396484375, 322.20989990234375]","[458.5983581542969, 396.1650390625]","[340.2701110839844, 401.09539794921875]","[498.0411071777344, 484.9112548828125]","[300.8273620605469, 489.8415832519531]","[552.2748413085938, 534.2146606445312]","[256.4542541503906, 549.0057373046875]","[443.8073425292969, 568.7271118164062]","[364.92181396484375, 573.657470703125]","[429.0163269042969, 691.9857788085938]","[374.78253173828125, 691.9857788085938]","[419.1556091308594, 800.4533081054688]","[379.71282958984375, 785.6622924804688]"
"[397.4693298339844, 322.9909362792969]","[407.3607482910156, 308.15380859375]","[382.6322021484375, 308.15380859375]","[427.1435852050781, 318.04522705078125]","[367.7950744628906, 318.04522705078125]","[456.81787109375, 397.17657470703125]","[338.1208190917969, 397.17657470703125]","[496.383544921875, 486.19940185546875]","[298.55511474609375, 496.0907897949219]","[555.7321166992188, 535.656494140625]","[254.04371643066406, 540.6022338867188]","[441.9807434082031, 570.2764282226562]","[362.849365234375, 570.2764282226562]","[432.0893249511719, 684.0277709960938]","[372.74078369140625, 684.0277709960938]","[417.252197265625, 792.8334350585938]","[382.6322021484375, 782.9420776367188]"
"[397.2580871582031, 320.28045654296875]","[407.33392333984375, 310.2046203613281]","[382.1443176269531, 310.2046203613281]","[427.485595703125, 315.2425537109375]","[367.0305480957031, 320.28045654296875]","[457.713134765625, 390.8113708496094]","[341.8409423828125, 395.8492736816406]","[492.9786071777344, 481.4939270019531]","[306.57550048828125, 481.4939270019531]","[553.4336547851562, 526.8352661132812]","[246.12042236328125, 531.8731689453125]","[447.6372985839844, 567.1386108398438]","[361.9926452636719, 567.1386108398438]","[432.5235290527344, 693.0866088867188]","[372.0684509277344, 698.1245727539062]","[412.371826171875, 803.9208374023438]","[382.1443176269531, 803.9208374023438]"
"[394.4073486328125, 325.141845703125]","[404.5909423828125, 314.958251953125]","[384.2237548828125, 314.958251953125]","[424.9581298828125, 320.050048828125]","[363.85650634765625, 320.050048828125]","[460.60076904296875, 396.4271240234375]","[343.48931884765625, 396.4271240234375]","[496.243408203125, 482.98779296875]","[302.7548828125, 477.89599609375]","[562.4368896484375, 518.63037109375]","[241.65321350097656, 518.63037109375]","[440.23358154296875, 574.6402587890625]","[358.76470947265625, 574.6402587890625]","[430.04998779296875, 707.0271606445312]","[363.85650634765625, 707.0271606445312]","[414.7745361328125, 829.2304077148438]","[379.1319580078125, 824.1386108398438]"
"[396.120849609375, 329.9078369140625]","[406.5579833984375, 319.470703125]","[380.46514892578125, 319.470703125]","[422.21368408203125, 324.68927001953125]","[364.8094482421875, 329.9078369140625]","[458.74359130859375, 402.9677429199219]","[338.7166748046875, 408.186279296875]","[500.49212646484375, 481.2461853027344]","[291.74957275390625, 486.4647216796875]","[568.3334350585938, 507.3389892578125]","[229.12680053710938, 512.5575561523438]","[443.087890625, 575.1802978515625]","[359.59088134765625, 575.1802978515625]","[422.21368408203125, 726.5186157226562]","[364.8094482421875, 721.3001098632812]","[416.9951171875, 846.5455322265625]","[370.02801513671875, 846.5455322265625]"
"[395.792236328125, 339.4401550292969]","[405.9788513183594, 329.2535400390625]","[380.5123291015625, 329.2535400390625]","[421.2587585449219, 339.4401550292969]","[370.3257141113281, 344.533447265625]","[456.91192626953125, 415.8397216796875]","[339.7658996582031, 420.93304443359375]","[502.75164794921875, 492.23931884765625]","[288.83282470703125, 497.3326416015625]","[579.1511840820312, 497.3326416015625]","[212.43324279785156, 507.51922607421875]","[441.6319885253906, 573.7322387695312]","[355.0458068847656, 573.7322387695312]","[426.3520812988281, 736.7179565429688]","[365.232421875, 736.7179565429688]","[416.16546630859375, 864.0505981445312]","[370.3257141113281, 874.2371826171875]"
"[392.4197082519531, 363.3095703125]","[403.30426025390625, 352.42498779296875]","[376.0928039550781, 352.42498779296875]","[425.07342529296875, 363.3095703125]","[365.208251953125, 363.3095703125]","[457.7272033691406, 434.0593566894531]","[332.5544738769531, 444.9439392089844]","[512.1500854492188, 504.8091125488281]","[272.6893005371094, 510.2514343261719]","[588.3421020507812, 488.4822692871094]","[201.9394989013672, 504.8091125488281]","[441.4002990722656, 602.7703857421875]","[359.76593017578125, 602.7703857421875]","[425.07342529296875, 744.2699584960938]","[359.76593017578125, 744.2699584960938]","[419.6311340332031, 880.3271484375]","[370.6505432128906, 880.3271484375]"
"[391.44818115234375, 382.53936767578125]","[401.9876708984375, 371.9998779296875]","[375.638916015625, 371.9998779296875]","[423.06671142578125, 382.53936767578125]","[359.82965087890625, 387.80914306640625]","[454.68524169921875, 456.31597900390625]","[328.2110595703125, 466.8554992675781]","[517.92236328125, 519.5530395507812]","[270.2437744140625, 519.5530395507812]","[591.6989135742188, 487.93450927734375]","[191.19740295410156, 509.0135498046875]","[438.8759765625, 619.6784057617188]","[359.82965087890625, 619.6784057617188]","[423.06671142578125, 756.6920776367188]","[354.55987548828125, 751.4223022460938]","[417.79693603515625, 883.1661987304688]","[365.099365234375, 888.4359741210938]"
"[390.5891418457031, 397.32110595703125]","[400.98883056640625, 386.92138671875]","[380.1894226074219, 386.92138671875]","[421.78826904296875, 397.32110595703125]","[364.58984375, 402.52093505859375]","[452.9873962402344, 475.31890869140625]","[328.19085693359375, 480.518798828125]","[525.785400390625, 527.3174438476562]","[260.5927429199219, 532.5172729492188]","[598.5833129882812, 490.9184875488281]","[182.5949249267578, 516.9177856445312]","[432.1879577636719, 646.9141235351562]","[354.19012451171875, 646.9141235351562]","[426.98809814453125, 766.5108032226562]","[359.3899841308594, 766.5108032226562]","[416.5884094238281, 880.9075927734375]","[369.78973388671875, 886.107421875]"
"[391.59710693359375, 399.7962646484375]","[402.1318359375, 389.2615661621094]","[381.0624084472656, 389.2615661621094]","[417.93389892578125, 405.0636291503906]","[359.99298095703125, 405.0636291503906]","[454.805419921875, 478.806640625]","[328.38885498046875, 484.0740051269531]","[523.2810668945312, 536.7476196289062]","[270.4479064941406, 536.7476196289062]","[591.7567138671875, 499.8760681152344]","[191.43751525878906, 526.2128295898438]","[428.4686279296875, 657.8967895507812]","[354.7256164550781, 657.8967895507812]","[417.93389892578125, 773.7786865234375]","[354.7256164550781, 768.5112915039062]","[407.3992004394531, 884.3932495117188]","[365.26031494140625, 889.6605834960938]"
"[388.05810546875, 388.837158203125]","[403.77801513671875, 378.35723876953125]","[377.578125, 378.35723876953125]","[419.4979248046875, 388.837158203125]","[361.8582763671875, 388.837158203125]","[450.93768310546875, 467.43670654296875]","[330.41845703125, 467.43670654296875]","[519.0573120117188, 530.3163452148438]","[272.77880859375, 530.3163452148438]","[592.4168090820312, 504.1164855957031]","[199.41925048828125, 535.5562744140625]","[429.97784423828125, 645.5956420898438]","[346.13836669921875, 645.5956420898438]","[419.4979248046875, 766.1148071289062]","[351.3782958984375, 760.8748168945312]","[409.0179443359375, 886.6340942382812]","[367.09820556640625, 886.6340942382812]"
"[389.95263671875, 366.99462890625]","[405.4867248535156, 356.6385498046875]","[379.5965576171875, 356.6385498046875]","[421.0208740234375, 366.99462890625]","[358.8843688964844, 366.99462890625]","[452.089111328125, 444.66522216796875]","[327.8161315917969, 449.8432922363281]","[514.2255859375, 517.1577758789062]","[276.0357360839844, 522.3358154296875]","[581.5401000976562, 511.979736328125]","[208.72117614746094, 543.0479736328125]","[431.376953125, 631.07470703125]","[343.3502502441406, 636.252685546875]","[426.1988830566406, 760.5256958007812]","[353.7063293457031, 760.5256958007812]","[415.8428039550781, 879.6205444335938]","[364.0624084472656, 884.798583984375]"
"[391.75872802734375, 343.7649841308594]","[403.05987548828125, 332.4638671875]","[380.4576416015625, 338.11444091796875]","[420.0115966796875, 349.41552734375]","[363.50592041015625, 349.41552734375]","[448.264404296875, 422.87286376953125]","[335.25311279296875, 422.87286376953125]","[499.11944580078125, 501.98077392578125]","[284.3980712890625, 513.2819213867188]","[566.92626953125, 524.5830688476562]","[222.2418212890625, 547.185302734375]","[431.31268310546875, 598.0403442382812]","[346.55426025390625, 603.69091796875]","[425.66217041015625, 733.6539306640625]","[357.85540771484375, 739.304443359375]","[420.0115966796875, 869.2674560546875]","[363.50592041015625, 874.91796875]"
"[389.818115234375, 330.450927734375]","[399.9991455078125, 320.2698974609375]","[374.54656982421875, 320.2698974609375]","[420.3612060546875, 330.450927734375]","[359.27496337890625, 330.450927734375]","[450.904296875, 406.8086853027344]","[328.73187255859375, 406.8086853027344]","[496.718994140625, 493.3475036621094]","[293.0982666015625, 498.4380187988281]","[557.80517578125, 534.0716552734375]","[232.01202392578125, 549.3432006835938]","[430.542236328125, 579.8862915039062]","[349.09393310546875, 579.8862915039062]","[420.3612060546875, 722.4207763671875]","[354.1844482421875, 727.5113525390625]","[415.27069091796875, 854.7742309570312]","[364.36553955078125, 859.86474609375]"
"[389.3614501953125, 318.4449157714844]","[399.23297119140625, 308.5733947753906]","[374.55413818359375, 308.5733947753906]","[418.97601318359375, 323.38067626953125]","[359.74688720703125, 318.4449157714844]","[448.59063720703125, 397.41717529296875]","[330.13226318359375, 397.41717529296875]","[493.01251220703125, 496.13250732421875]","[295.5819091796875, 486.2609558105469]","[552.2417602539062, 530.682861328125]","[241.2884521484375, 540.5543823242188]","[428.84759521484375, 575.1047973632812]","[349.87530517578125, 575.1047973632812]","[418.97601318359375, 713.3062133789062]","[354.81109619140625, 713.3062133789062]","[414.040283203125, 826.8287353515625]","[364.6826171875, 826.8287353515625]"
"[388.0639343261719, 312.17083740234375]","[397.9242248535156, 302.3105773925781]","[373.2735290527344, 302.3105773925781]","[417.6448059082031, 312.17083740234375]","[358.48309326171875, 317.10101318359375]","[447.2256164550781, 391.0531005859375]","[328.90228271484375, 395.98321533203125]","[486.666748046875, 484.72576904296875]","[294.39129638671875, 484.72576904296875]","[535.9682006835938, 529.0969848632812]","[245.08987426757812, 538.9573364257812]","[432.4352111816406, 558.6778564453125]","[348.6228332519531, 553.7477416992188]","[417.6448059082031, 696.7217407226562]","[358.48309326171875, 691.7916870117188]","[412.7146301269531, 810.1149291992188]","[368.3433837890625, 805.1848754882812]"
"[383.8992919921875, 313.64697265625]","[399.0049133300781, 303.5765686035156]","[373.82891845703125, 303.5765686035156]","[419.1457214355469, 313.64697265625]","[358.7232666015625, 313.64697265625]","[449.3569030761719, 384.1398010253906]","[333.54730224609375, 389.17498779296875]","[479.5681457519531, 479.8086242675781]","[298.3009033203125, 479.8086242675781]","[529.9201049804688, 520.0902709960938]","[242.9136505126953, 530.1605834960938]","[429.2160949707031, 550.3014526367188]","[348.65289306640625, 545.2662353515625]","[419.1457214355469, 676.1814575195312]","[358.7232666015625, 676.1814575195312]","[404.0401306152344, 802.0614624023438]","[368.793701171875, 807.0966796875]"
"[381.94158935546875, 312.25335693359375]","[392.1156311035156, 302.0793151855469]","[371.7675476074219, 302.0793151855469]","[417.5507507324219, 312.25335693359375]","[356.5064697265625, 317.34039306640625]","[448.0728759765625, 383.4716796875]","[331.0713806152344, 383.4716796875]","[478.59503173828125, 480.12506103515625]","[295.46221923828125, 475.0380859375]","[529.4652709960938, 520.8212890625]","[244.5919952392578, 520.8212890625]","[432.81182861328125, 546.25634765625]","[346.33245849609375, 546.25634765625]","[417.5507507324219, 683.6058959960938]","[351.4194641113281, 683.6058959960938]","[402.2896728515625, 815.8684692382812]","[371.7675476074219, 815.8684692382812]"
"[385.06683349609375, 318.75347900390625]","[395.2645568847656, 308.55572509765625]","[369.770263671875, 308.55572509765625]","[415.6600036621094, 318.75347900390625]","[354.47369384765625, 323.8523254394531]","[446.2531433105469, 390.137451171875]","[328.9794006347656, 395.236328125]","[471.7474365234375, 481.91693115234375]","[293.2873840332031, 476.81805419921875]","[538.0325927734375, 512.5100708007812]","[237.19996643066406, 512.5100708007812]","[430.95654296875, 563.4986572265625]","[344.2760009765625, 563.4986572265625]","[415.6600036621094, 701.1678466796875]","[354.47369384765625, 706.2667236328125]","[405.4622802734375, 828.6392211914062]","[369.770263671875, 828.6392211914062]"
"[378.161865234375, 328.565673828125]","[389.14337158203125, 317.5841979980469]","[367.18035888671875, 317.5841979980469]","[411.1063232421875, 323.074951171875]","[356.1988525390625, 328.565673828125]","[444.05084228515625, 399.9454040527344]","[328.74517822265625, 405.4361572265625]","[476.99530029296875, 487.7973327636719]","[290.3099365234375, 487.7973327636719]","[542.88427734375, 504.2695617675781]","[229.91171264648438, 509.76031494140625]","[433.0693359375, 575.6492919921875]","[345.2174072265625, 575.6492919921875]","[411.1063232421875, 712.9179077148438]","[350.7081298828125, 712.9179077148438]","[400.1248779296875, 844.6958618164062]","[361.68963623046875, 855.6773071289062]"
"[380.54364013671875, 344.83868408203125]","[391.4775695800781, 328.4378356933594]","[364.1427917480469, 333.90478515625]","[407.87841796875, 339.3717346191406]","[353.2088928222656, 344.83868408203125]","[440.68011474609375, 415.9090881347656]","[325.8741149902344, 415.9090881347656]","[484.415771484375, 497.91339111328125]","[282.13848876953125, 497.91339111328125]","[555.4861450195312, 503.3803405761719]","[216.5350341796875, 508.8472900390625]","[429.7462463378906, 590.8516235351562]","[347.741943359375, 590.8516235351562]","[407.87841796875, 732.9923706054688]","[353.2088928222656, 732.9923706054688]","[396.9444885253906, 864.19921875]","[358.6758117675781, 869.6661376953125]"
"[377.9549865722656, 359.9375305175781]","[389.0437927246094, 348.8487243652344]","[366.8661804199219, 348.8487243652344]","[405.677001953125, 354.39312744140625]","[350.2330017089844, 359.9375305175781]","[444.4878234863281, 432.0147399902344]","[322.510986328125, 437.55914306640625]","[488.8429870605469, 509.6363830566406]","[272.61138916015625, 515.1807250976562]","[560.9202270507812, 498.54754638671875]","[194.98973083496094, 515.1807250976562]","[427.8546142578125, 609.4356079101562]","[339.1441955566406, 609.4356079101562]","[411.2214050292969, 748.045654296875]","[350.2330017089844, 759.1344604492188]","[400.1325988769531, 875.56689453125]","[355.77740478515625, 881.1112670898438]"
